customer,age,gender,merchant,zipMerchant,category,amount,fraud
21454826238,2,1,1547558035,2,10,22.43,1
21791524453,2,1,1480139044,2,1,388.51,1
21275518867,5,1,1480139044,2,1,41.98,1
2732771224,4,1,12122776122,2,11,788.67,1
2422403315,0,1,12122776122,2,11,1167.18,1
21949984685,2,1,11294758098,2,14,184.72,1
2792341594,3,0,11294758098,2,14,258.01,1
21859195979,3,1,1857378720,2,4,30.04,1
21859195979,3,1,1857378720,2,4,586.05,1
2179390259,4,1,1480139044,2,1,663.53,1
2553434543,2,0,1480139044,2,1,297.09,1
21275518867,5,1,11198415165,2,8,110.9,1
21205257074,1,1,11198415165,2,8,486.35,1
21275518867,5,1,1980657600,2,7,1022.06,1
21560676680,2,1,1980657600,2,7,532.05,1
21685492470,2,1,117379832,2,7,253.25,1
21367581052,4,0,117379832,2,7,38.2,1
21275518867,5,1,1480139044,2,1,264.99,1
22079384186,2,1,1480139044,2,1,143.1,1
21079254393,1,1,1923029380,2,11,29.82,1
2525850964,2,1,1923029380,2,11,503.68,1
21312615175,4,1,1980657600,2,7,478.89,1
21173530601,2,0,1980657600,2,7,283.25,1
2656851338,2,1,11748431652,2,8,243.05,1
21079254393,1,1,11748431652,2,8,415.19,1
2576436654,6,1,1151143676,2,5,195.81,1
2576436654,6,1,1151143676,2,5,42.64,1
21275518867,5,1,1732195782,2,13,891,1
21275518867,5,1,1732195782,2,13,1304.93,1
2615281750,3,1,11888755466,2,2,41.48,1
21307336396,2,1,11888755466,2,2,572.01,1
2656901929,4,0,11294758098,2,14,242.03,1
21450140987,4,1,11294758098,2,14,272.16,1
21920498287,2,0,1980657600,2,7,43.89,1
22018553540,4,1,1980657600,2,7,546.26,1
2525850964,2,1,1980657600,2,7,158.25,1
21736605496,4,0,1980657600,2,7,358.25,1
2309177915,3,0,1980657600,2,7,1079.27,1
21744858817,6,0,1980657600,2,7,404.39,1
21685492470,2,1,1732195782,2,13,653.5,1
2375144053,6,1,1732195782,2,13,7432.48,1
21231572628,3,1,1480139044,2,1,490.84,1
21572610482,3,1,1480139044,2,1,644.59,1
21342849651,1,0,1980657600,2,7,84.65,1
21038215695,4,0,1980657600,2,7,279.15,1
2446179646,5,1,1840466850,2,6,585.13,1
2446179646,5,1,1840466850,2,6,848.4,1
2967677653,4,1,1855959430,2,9,174.29,1
21307336396,2,1,1855959430,2,9,131.24,1
2126638730,3,1,1980657600,2,7,281.12,1
21920498287,2,0,1980657600,2,7,709.28,1
2931370744,2,1,1980657600,2,7,426.7,1
2375144053,6,1,1980657600,2,7,213.53,1
2831905583,3,0,1840466850,2,6,124.92,1
2553434543,2,0,1840466850,2,6,446.8,1
21338125837,3,1,1980657600,2,7,108.07,1
2330615170,2,1,1980657600,2,7,5.69,1
2553434543,2,0,1480139044,2,1,149.94,1
21275518867,5,1,1480139044,2,1,115.08,1
21338125837,3,1,11888755466,2,2,386.21,1
21275518867,5,1,11888755466,2,2,226.78,1
21734948367,3,0,11888755466,2,2,571.7,1
285075290,3,1,11888755466,2,2,389.98,1
21079254393,1,1,13697346,2,14,480.88,1
21560676680,2,1,13697346,2,14,504.97,1
2525850964,2,1,1480139044,2,1,643.71,1
21736605496,4,0,1480139044,2,1,17.1,1
21360481565,5,1,11741626453,2,7,60.58,1
247809392,3,0,11741626453,2,7,260.03,1
21714895875,2,0,1980657600,2,7,44.8,1
21317710133,3,0,1980657600,2,7,356.47,1
2525850964,2,1,1732195782,2,13,4883.62,1
2375144053,6,1,1732195782,2,13,237.95,1
2515668508,3,1,11741626453,2,7,701.22,1
21275518867,5,1,11741626453,2,7,428.54,1
21949984685,2,1,1480139044,2,1,716.17,1
2555482626,3,1,1480139044,2,1,699.94,1
21294166760,3,0,1980657600,2,7,332.47,1
21994736634,4,1,1980657600,2,7,361.28,1
21272326382,1,0,1732195782,2,13,3334.89,1
2583110837,3,0,1732195782,2,13,5107.7,1
21685492470,2,1,150039827,2,1,1025.56,1
21667161948,3,0,150039827,2,1,295.57,1
21338125837,3,1,1980657600,2,7,25.54,1
21685492470,2,1,1980657600,2,7,66.32,1
21991822900,3,1,1923029380,2,11,120.87,1
2295362058,4,0,1923029380,2,11,181.55,1
2445134555,0,1,1480139044,2,1,833.47,1
2553434543,2,0,1480139044,2,1,34.32,1
21736605496,4,0,11748431652,2,8,423.5,1
2126638730,3,1,11748431652,2,8,32.28,1
2375144053,6,1,13697346,2,14,311.94,1
21685492470,2,1,13697346,2,14,275.18,1
21859195979,3,1,1980657600,2,7,447.53,1
21977646698,3,1,1980657600,2,7,591.16,1
21586862598,3,0,1732195782,2,13,425.25,1
2583110837,3,0,1732195782,2,13,175.72,1
21667161948,3,0,12080407379,2,13,3999.35,1
2375144053,6,1,12080407379,2,13,2973.46,1
21038215695,4,0,12011752106,2,4,77.87,1
2885237696,3,0,12011752106,2,4,58.19,1
2402994775,1,0,11294758098,2,14,300.35,1
2553434543,2,0,11294758098,2,14,318.12,1
2965421722,1,1,12122776122,2,11,987.86,1
21338396147,1,1,12122776122,2,11,430.29,1
2126638730,3,1,1480139044,2,1,702.72,1
2211657450,1,1,1480139044,2,1,1083.7,1
2894204131,1,0,1480139044,2,1,580.99,1
21931900243,5,1,1480139044,2,1,290.15,1
247809392,3,0,11198415165,2,8,158.83,1
21490048317,6,1,11198415165,2,8,541.86,1
21275518867,5,1,11294758098,2,14,372.92,1
21275518867,5,1,11294758098,2,14,336.82,1
21981089677,4,0,13697346,2,14,427.51,1
2446179646,5,1,13697346,2,14,290.64,1
21572610482,3,1,1480139044,2,1,697.85,1
21173530601,2,0,1480139044,2,1,475.9,1
21338125837,3,1,1980657600,2,7,193.16,1
21275518867,5,1,1980657600,2,7,34.65,1
21032319289,3,1,1855959430,2,9,127.28,1
2594793398,2,1,1855959430,2,9,57.72,1
2525850964,2,1,11888755466,2,2,215.54,1
2515668508,3,1,11888755466,2,2,266,1
21808385426,2,0,1209847108,2,8,290.17,1
21079254393,1,1,1209847108,2,8,222.26,1
21572610482,3,1,1209847108,2,8,390.28,1
21855857061,4,1,1209847108,2,8,121.22,1
2150587559,2,1,1480139044,2,1,238.14,1
2706599076,2,0,1480139044,2,1,386.8,1
2245117318,3,1,1480139044,2,1,8.25,1
21242334684,2,0,1480139044,2,1,437.41,1
22109575612,5,0,1151143676,2,5,259.75,1
2553434543,2,0,1151143676,2,5,261.99,1
21275518867,5,1,1480139044,2,1,157.03,1
21572610482,3,1,1480139044,2,1,194.89,1
21572610482,3,1,1480139044,2,1,851.71,1
2515668508,3,1,1480139044,2,1,301.7,1
2678697032,2,1,1732195782,2,13,3682.79,1
2678697032,2,1,1732195782,2,13,2832.02,1
21952580233,4,1,13697346,2,14,366.36,1
21931900243,5,1,13697346,2,14,368.73,1
21237476993,1,0,12122776122,2,11,132.75,1
2126638730,3,1,12122776122,2,11,613.67,1
21273692645,3,0,13697346,2,14,278.32,1
2972314568,3,1,13697346,2,14,317.82,1
2181787207,3,0,1547558035,2,10,136.42,1
2181787207,3,0,1547558035,2,10,187.51,1
2894204131,1,0,1980657600,2,7,592.33,1
21572610482,3,1,1980657600,2,7,565.08,1
21896850232,2,1,11888755466,2,2,573.85,1
2967677653,4,1,11888755466,2,2,215.28,1
221670075,2,1,1855959430,2,9,86.81,1
21703739582,4,1,1855959430,2,9,384.63,1
21312615175,4,1,1980657600,2,7,228.93,1
260026962,2,1,1980657600,2,7,123.87,1
247809392,3,0,11535107174,2,8,249.8,1
21947369699,5,1,11535107174,2,8,576.88,1
2301739259,2,0,1980657600,2,7,32.12,1
285075290,3,1,1980657600,2,7,644.15,1
252277164,3,1,1480139044,2,1,161.63,1
2375144053,6,1,1480139044,2,1,661.19,1
21317710133,3,0,1980657600,2,7,129.12,1
21631930247,3,0,1980657600,2,7,201.7,1
2999393223,1,1,1855959430,2,9,10.77,1
2605859862,5,1,1855959430,2,9,306.04,1
2966214713,3,0,1923029380,2,11,264.18,1
22049382420,3,0,1923029380,2,11,154.45,1
2553434543,2,0,1732195782,2,13,5326.55,1
2126638730,3,1,1732195782,2,13,297.43,1
21338125837,3,1,1980657600,2,7,255.29,1
2126638730,3,1,1980657600,2,7,97.49,1
2515668508,3,1,1480139044,2,1,52.14,1
2375144053,6,1,1480139044,2,1,219.33,1
21859195979,3,1,12080407379,2,13,3611.11,1
21502465707,4,1,12080407379,2,13,2503.3,1
2553434543,2,0,1980657600,2,7,776.51,1
21819254965,6,0,1980657600,2,7,27.45,1
2553434543,2,0,1480139044,2,1,563.2,1
21464489812,4,0,1480139044,2,1,817.59,1
21338125837,3,1,13697346,2,14,398.85,1
21275518867,5,1,13697346,2,14,395.67,1
2515668508,3,1,1855959430,2,9,268.04,1
2473451132,2,1,1855959430,2,9,42.08,1
21464489812,4,0,1480139044,2,1,614.25,1
2301739259,2,0,1480139044,2,1,418.09,1
21572610482,3,1,1840466850,2,6,627.98,1
2447056233,1,1,1840466850,2,6,64.27,1
21255221015,3,1,1209847108,2,8,241.47,1
21503009287,2,0,1209847108,2,8,61.61,1
2115540448,5,1,12080407379,2,13,5070.57,1
22128263275,2,0,12080407379,2,13,4762.5,1
21572610482,3,1,1980657600,2,7,749.53,1
21312615175,4,1,1980657600,2,7,460.96,1
21799589925,5,0,1495352832,2,13,6142.59,1
21931900243,5,1,1495352832,2,13,2981.86,1
21152092987,3,0,11741626453,2,7,925.66,1
21338396147,1,1,11741626453,2,7,70.75,1
21572610482,3,1,1209847108,2,8,19.13,1
2375144053,6,1,1209847108,2,8,283.87,1
21214929092,3,0,11888755466,2,2,73.79,1
2706599076,2,0,11888755466,2,2,628.61,1
2353985741,2,0,117379832,2,7,595.15,1
2446179646,5,1,117379832,2,7,92.93,1
21032319289,3,1,1480139044,2,1,784.69,1
2382331420,4,1,1480139044,2,1,242.75,1
21464489812,4,0,1151143676,2,5,51.38,1
2515668508,3,1,1151143676,2,5,232.54,1
21275518867,5,1,1980657600,2,7,969.68,1
21572610482,3,1,1980657600,2,7,329.41,1
21143401925,1,1,1209847108,2,8,4.5,1
21013313546,2,1,1209847108,2,8,172.21,1
2810002129,2,1,1980657600,2,7,16.21,1
2616472041,2,0,1980657600,2,7,152.74,1
21275518867,5,1,1692898500,2,1,112.55,1
21572610482,3,1,1692898500,2,1,830.57,1
2446179646,5,1,11198415165,2,8,248.42,1
21334695551,2,1,11198415165,2,8,437.38,1
21125717761,5,0,1732195782,2,13,4046.65,1
22064491438,5,1,1732195782,2,13,3065.22,1
21312615175,4,1,1495352832,2,13,672.44,1
2382789952,3,0,1495352832,2,13,3020.3,1
21928842916,2,0,11535107174,2,8,57.86,1
21928842916,2,0,11535107174,2,8,580.48,1
2128812892,2,1,11748431652,2,8,95.03,1
2366397964,2,1,11748431652,2,8,249.05,1
21906711479,4,1,1480139044,2,1,36.47,1
2509860014,6,1,1480139044,2,1,223.8,1
2375144053,6,1,11198415165,2,8,42.62,1
2179390259,4,1,11198415165,2,8,353.16,1
2515668508,3,1,13697346,2,14,284.46,1
2245117318,3,1,13697346,2,14,314.22,1
2301739259,2,0,1732195782,2,13,3922.14,1
2301739259,2,0,1732195782,2,13,3194.56,1
21427325535,1,1,117379832,2,7,353.57,1
21275518867,5,1,117379832,2,7,845.44,1
2473451132,2,1,1980657600,2,7,78.07,1
21423519115,1,0,1980657600,2,7,154.79,1
22027310658,4,1,1480139044,2,1,72.69,1
21896850232,2,1,1480139044,2,1,486.91,1
2515668508,3,1,1732195782,2,13,2854.69,1
21275518867,5,1,1732195782,2,13,4217.86,1
21764447156,3,1,1480139044,2,1,499.7,1
21464489812,4,0,1480139044,2,1,514.2,1
21312615175,4,1,1980657600,2,7,901.32,1
2346030769,5,1,1980657600,2,7,423.05,1
21763624260,6,1,1209847108,2,8,468.82,1
22128263275,2,0,1209847108,2,8,261.85,1
21464489812,4,0,1980657600,2,7,498.38,1
21358079072,2,0,1980657600,2,7,656.54,1
21275518867,5,1,1980657600,2,7,305.38,1
2546386486,3,1,1980657600,2,7,278.2,1
21476505660,1,1,1151143676,2,5,95.03,1
21871220408,2,0,1151143676,2,5,125.15,1
21349321790,3,1,1980657600,2,7,689.86,1
2515668508,3,1,1980657600,2,7,526.63,1
21338125837,3,1,1480139044,2,1,274.14,1
2211657450,1,1,1480139044,2,1,626.03,1
21685492470,2,1,11741626453,2,7,648.71,1
2515668508,3,1,11741626453,2,7,36.51,1
21560676680,2,1,1980657600,2,7,245.49,1
21338396147,1,1,1980657600,2,7,766.11,1
2704456922,2,0,1980657600,2,7,138.06,1
2655866157,5,0,1980657600,2,7,144.83,1
22008428493,2,1,12011752106,2,4,346.57,1
21572610482,3,1,12011752106,2,4,642.15,1
2176878772,2,1,1980657600,2,7,620.64,1
2880299982,3,0,1980657600,2,7,293.53,1
2604378279,5,1,13697346,2,14,374.89,1
21079254393,1,1,13697346,2,14,396.61,1
2926672832,2,0,1980657600,2,7,535.42,1
2515668508,3,1,1980657600,2,7,284.12,1
21275518867,5,1,1980657600,2,7,377.53,1
2496697462,4,0,1980657600,2,7,441.49,1
2473451132,2,1,1480139044,2,1,533.84,1
2473451132,2,1,1480139044,2,1,118.84,1
2736721523,3,0,13697346,2,14,371.45,1
22018553540,4,1,13697346,2,14,319.73,1
21565570610,3,1,12080407379,2,13,3799.04,1
21312615175,4,1,12080407379,2,13,2917.32,1
21464489812,4,0,1980657600,2,7,396.62,1
21464489812,4,0,1980657600,2,7,301.36,1
2375144053,6,1,1980657600,2,7,634.76,1
2374616385,1,1,1980657600,2,7,360.09,1
21032319289,3,1,11888755466,2,2,186.8,1
21503009287,2,0,11888755466,2,2,270.6,1
21734487337,4,1,1480139044,2,1,313.5,1
21572610482,3,1,1480139044,2,1,464.28,1
21370669821,2,0,11649169323,2,7,100.02,1
21275518867,5,1,11649169323,2,7,262.63,1
21631930247,3,0,1480139044,2,1,139.04,1
21464489812,4,0,1480139044,2,1,105.64,1
21367581052,4,0,1857378720,2,4,378.11,1
2375144053,6,1,1857378720,2,4,5.79,1
21476505660,1,1,1980657600,2,7,38.66,1
2445134555,0,1,1980657600,2,7,350.56,1
21978250683,3,1,1980657600,2,7,274.91,1
21050458046,6,0,1980657600,2,7,780.28,1
21499701993,3,0,11198415165,2,8,159.43,1
21237476993,1,0,11198415165,2,8,90.15,1
21440340988,5,1,11294758098,2,14,400.38,1
2630302845,3,1,11294758098,2,14,340.11,1
2525850964,2,1,1480139044,2,1,576.72,1
2837031785,3,1,1480139044,2,1,532.68,1
2628112283,3,0,117379832,2,7,555.92,1
21612832553,1,1,117379832,2,7,324.95,1
21338396147,1,1,11198415165,2,8,415.09,1
21480193980,4,1,11198415165,2,8,196.12,1
21464489812,4,0,1980657600,2,7,19.11,1
2515668508,3,1,1980657600,2,7,328.51,1
21715338428,2,0,1480139044,2,1,1022.83,1
2615281750,3,1,1480139044,2,1,224.25,1
21855857061,4,1,11741626453,2,7,202.42,1
21358079072,2,0,11741626453,2,7,456.64,1
2515668508,3,1,1980657600,2,7,380.24,1
246027917,5,1,1980657600,2,7,546.86,1
21572610482,3,1,1980657600,2,7,467.89,1
21273692645,3,0,1980657600,2,7,597.17,1
21434797923,3,0,12011752106,2,4,296.92,1
21978250683,3,1,12011752106,2,4,867.29,1
2512338137,3,0,1980657600,2,7,92.4,1
21079254393,1,1,1980657600,2,7,320.79,1
239112485,6,1,1151143676,2,5,171.67,1
247809392,3,0,1151143676,2,5,19,1
2553434543,2,0,1480139044,2,1,123.09,1
21464489812,4,0,1480139044,2,1,729.03,1
21464489812,4,0,11198415165,2,8,42.77,1
21978250683,3,1,11198415165,2,8,198.42,1
21668825144,6,1,11353266412,2,4,53.25,1
2644590864,1,0,11353266412,2,4,769.16,1
21558803570,3,1,1480139044,2,1,326.1,1
21572610482,3,1,1480139044,2,1,432.39,1
2831905583,3,0,1980657600,2,7,168.85,1
21464489812,4,0,1980657600,2,7,303.99,1
2515668508,3,1,12122776122,2,11,133.3,1
2615281750,3,1,12122776122,2,11,251.34,1
2594793398,2,1,1923029380,2,11,242.5,1
21728122351,3,1,1923029380,2,11,278.59,1
21931900243,5,1,1209847108,2,8,604.59,1
2704456922,2,0,1209847108,2,8,14.2,1
21080032135,6,1,11198415165,2,8,446.06,1
2301739259,2,0,11198415165,2,8,458.52,1
21476505660,1,1,13697346,2,14,320.67,1
21871220408,2,0,13697346,2,14,267.55,1
2195373250,3,0,1980657600,2,7,425.38,1
2204205576,3,1,1980657600,2,7,62.4,1
2704456922,2,0,1480139044,2,1,694.15,1
21173530601,2,0,1480139044,2,1,703.95,1
256859969,6,1,1980657600,2,7,606.91,1
21978250683,3,1,1980657600,2,7,52.94,1
21896850232,2,1,1980657600,2,7,442.9,1
2279936687,3,1,1980657600,2,7,261.87,1
21551572984,3,0,1855959430,2,9,251.05,1
21349321790,3,1,1855959430,2,9,22.58,1
21275518867,5,1,1732195782,2,13,2846.67,1
21213984358,2,1,1732195782,2,13,2077.72,1
2581581060,3,1,1840466850,2,6,202.33,1
21981089677,4,0,1840466850,2,6,399.81,1
21572610482,3,1,11888755466,2,2,663.05,1
21452504275,3,0,11888755466,2,2,736.28,1
21750881279,4,1,13697346,2,14,261.05,1
2375144053,6,1,13697346,2,14,352.28,1
21275518867,5,1,11294758098,2,14,403.01,1
21075787773,3,0,11294758098,2,14,167.48,1
2375144053,6,1,13697346,2,14,253.12,1
21638710158,4,1,13697346,2,14,186.54,1
21978250683,3,1,1840466850,2,6,615.84,1
2525850964,2,1,1840466850,2,6,318.67,1
21947369699,5,1,1151143676,2,5,44.15,1
22087715408,3,1,1151143676,2,5,174.67,1
21166337448,3,1,13697346,2,14,275.82,1
2822948524,3,1,13697346,2,14,421.35,1
2446179646,5,1,1980657600,2,7,871.66,1
2644590864,1,0,1980657600,2,7,152.55,1
21223439629,4,0,13697346,2,14,314.96,1
21223439629,4,0,13697346,2,14,202.93,1
21275518867,5,1,1980657600,2,7,635.86,1
21213984358,2,1,1980657600,2,7,659.47,1
2704456922,2,0,1855959430,2,9,354.31,1
21338396147,1,1,1855959430,2,9,79.8,1
21499701993,3,0,1480139044,2,1,871.01,1
21573211398,3,1,1480139044,2,1,881.09,1
2374616385,1,1,1480139044,2,1,325.14,1
2525850964,2,1,1480139044,2,1,512.29,1
2179196508,3,1,1151143676,2,5,137.29,1
21079254393,1,1,1151143676,2,5,238.37,1
21565570610,3,1,11294758098,2,14,251.74,1
2422403315,0,1,11294758098,2,14,93.08,1
2553434543,2,0,1923029380,2,11,102.64,1
21572610482,3,1,1923029380,2,11,291.98,1
21556534733,3,1,11353266412,2,4,187.29,1
21648492699,5,1,11353266412,2,4,190.23,1
21728122351,3,1,11873032707,2,4,252.22,1
2940143351,4,0,11873032707,2,4,137.4,1
21464489812,4,0,1980657600,2,7,379.73,1
2974315171,3,0,1980657600,2,7,402.4,1
21952580233,4,1,178078399,2,8,472.62,1
21931900243,5,1,178078399,2,8,304.17,1
21201848792,2,1,1980657600,2,7,760.03,1
21572610482,3,1,1980657600,2,7,199.75,1
2706599076,2,0,1980657600,2,7,514.25,1
22004941826,2,1,1980657600,2,7,241.93,1
21464489812,4,0,1480139044,2,1,29.68,1
2126638730,3,1,1480139044,2,1,128.09,1
21166337448,3,1,1980657600,2,7,137.72,1
21166337448,3,1,1980657600,2,7,133.78,1
21032319289,3,1,11873032707,2,4,177.99,1
21728122351,3,1,11873032707,2,4,38.55,1
2546386486,3,1,11649169323,2,7,552.07,1
21367581052,4,0,11649169323,2,7,201,1
21163388474,2,1,1923029380,2,11,574.46,1
2553434543,2,0,1923029380,2,11,508.6,1
2525850964,2,1,1840466850,2,6,38.79,1
2484268062,3,1,1840466850,2,6,85.58,1
2553434543,2,0,11649169323,2,7,232.85,1
2553434543,2,0,11649169323,2,7,393.81,1
21203244235,3,1,1480139044,2,1,312.62,1
2515668508,3,1,1480139044,2,1,1008.56,1
2961154945,3,0,1980657600,2,7,71.36,1
21464489812,4,0,1980657600,2,7,508.13,1
21338396147,1,1,11888755466,2,2,72.83,1
2965421722,1,1,11888755466,2,2,194.43,1
2525850964,2,1,1980657600,2,7,558,1
2784005201,4,0,1980657600,2,7,66.56,1
21849046345,4,1,1980657600,2,7,427.28,1
2553434543,2,0,1980657600,2,7,111.36,1
21556534733,3,1,11649169323,2,7,615.91,1
2993027768,3,1,11649169323,2,7,68.19,1
21714895875,2,0,1980657600,2,7,373.37,1
21312615175,4,1,1980657600,2,7,353.03,1
21350963410,5,1,1480139044,2,1,255.63,1
21338396147,1,1,1480139044,2,1,121.94,1
2525850964,2,1,11741626453,2,7,627.8,1
2968150727,2,1,11741626453,2,7,635.52,1
2422403315,0,1,1480139044,2,1,571.59,1
2309177915,3,0,1480139044,2,1,239.62,1
21050458046,6,0,13697346,2,14,331.56,1
22055156879,3,1,13697346,2,14,294.98,1
22087715408,3,1,1151143676,2,5,500.54,1
21410823375,2,0,1151143676,2,5,10.99,1
21855857061,4,1,1480139044,2,1,247.56,1
21685492470,2,1,1480139044,2,1,238.36,1
21886871597,4,1,12122776122,2,11,79.82,1
21080032135,6,1,12122776122,2,11,846.61,1
21849046345,4,1,1732195782,2,13,3333.31,1
21744858817,6,0,1732195782,2,13,1998.45,1
21464489812,4,0,12080407379,2,13,4909.26,1
2777863522,5,1,12080407379,2,13,1070.23,1
22113737065,2,1,1480139044,2,1,91.87,1
21338396147,1,1,1480139044,2,1,433.62,1
2421432072,2,1,1980657600,2,7,413.74,1
21886871597,4,1,1980657600,2,7,87.5,1
2463539622,2,0,1480139044,2,1,596.32,1
2463539622,2,0,1480139044,2,1,298.63,1
2374616385,1,1,1855959430,2,9,45.36,1
21520919939,4,0,1855959430,2,9,191.17,1
21464489812,4,0,1480139044,2,1,53.01,1
2834963773,5,1,1480139044,2,1,747.24,1
21877622224,2,0,11198415165,2,8,223.42,1
2995844287,5,1,11198415165,2,8,401.78,1
21332295774,3,0,11535107174,2,8,213.82,1
21906711479,4,1,11535107174,2,8,507.18,1
2784005201,4,0,1923029380,2,11,245.26,1
2736721523,3,0,1923029380,2,11,773.59,1
21577983313,4,0,12011752106,2,4,336.25,1
21203244235,3,1,12011752106,2,4,569.3,1
21464489812,4,0,11888755466,2,2,41.08,1
21383269171,1,1,11888755466,2,2,313.64,1
21032319289,3,1,1480139044,2,1,214.49,1
2382331420,4,1,1480139044,2,1,178.75,1
21452504275,3,0,1980657600,2,7,302.83,1
21649412954,4,0,1980657600,2,7,364.07,1
21175850429,4,0,1980657600,2,7,350,1
21101633489,1,1,1980657600,2,7,109.52,1
2245019752,2,1,12122776122,2,11,814.44,1
21013313546,2,1,12122776122,2,11,494.42,1
21978250683,3,1,12122776122,2,11,572.36,1
21338396147,1,1,12122776122,2,11,835,1
286186949,2,1,1980657600,2,7,769.75,1
2374616385,1,1,1980657600,2,7,341.34,1
21464489812,4,0,11741626453,2,7,264.56,1
22126563017,3,1,11741626453,2,7,785.45,1
2374616385,1,1,1980657600,2,7,592.15,1
2612230385,4,0,1980657600,2,7,382.54,1
21734487337,4,1,1855959430,2,9,133.69,1
2245117318,3,1,1855959430,2,9,13.62,1
21486069778,4,1,1480139044,2,1,126.34,1
21991822900,3,1,1480139044,2,1,207.63,1
2704456922,2,0,1480139044,2,1,353.11,1
21350963410,5,1,1480139044,2,1,146.43,1
246027917,5,1,1480139044,2,1,31.05,1
21928842916,2,0,1480139044,2,1,57.67,1
2553434543,2,0,1840466850,2,6,781.61,1
21464489812,4,0,1840466850,2,6,995.2,1
21572610482,3,1,11198415165,2,8,500.43,1
21312615175,4,1,11198415165,2,8,287.36,1
2381007057,1,1,1980657600,2,7,220.93,1
21978250683,3,1,1980657600,2,7,252.59,1
21166337448,3,1,11873032707,2,4,971.32,1
21994736634,4,1,11873032707,2,4,201.88,1
2836959718,3,0,117379832,2,7,99.74,1
22027310658,4,1,117379832,2,7,211.78,1
2968150727,2,1,1151143676,2,5,156.11,1
22004941826,2,1,1151143676,2,5,106.69,1
21902104464,6,1,1480139044,2,1,204.31,1
21464489812,4,0,1480139044,2,1,254.7,1
